ISBN,Title,Author,Year,Publisher
425162788,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group
451208811,Blood Orchid,Stuart Woods,2003,Signet Book
3404920910,Im Wald der gehenkten FÃ?Â¼chse.,Arto Paasilinna,2001,LÃ?Â¼bbe
2070419878,Novecento : Pianiste,Alessandro Baricco,2002,Gallimard
345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
192860925,The Selfish Gene,Richard Dawkins,1990,Oxford University Press
812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
553580302,House Harkonnen (Dune: House Trilogy, Book 2),Brian Herbert,2001,Spectra Books
441102670,Chapterhouse Dune (Dune Chronicles, Book 6),Frank Herbert,1996,ACE Charter
441328008,Heretics of Dune (Dune Chronicles, Book 5),Frank Herbert,1996,ACE Charter
441294677,God Emperor of Dune (Dune Chronicles, Book 4),Frank Herbert,1991,ACE Charter
441104029,Children of Dune (Dune Chronicles, Book 3),Frank Herbert,1991,Ace Books
345443683,Blackwood Farm (Rice, Anne, Vampire Chronicles.),ANNE RICE,2003,Ballantine Books
61012149,Serpico,Peter Maas,1997,HarperTorch
890420254,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association,2000,American Psychiatric Association
345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
671758896,Loves Music, Loves to Dance,Mary Higgins Clark,1992,Pocket
345348109,The Killer Angels,Michael Shaara,1993,Ballantine Books
451177096,Dolores Claiborne,Stephen King,2004,Signet Book
778800229,America's Best Slow Cooker Recipes,Donna-Marie Pye,2000,Robert Rose
345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books
441328091,The Hero and the Crown,Robin McKinley,1989,ACE Charter
684818868,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,James W. Loewen,1996,Touchstone
525463313,Pooh's Little Book of Feng Shui,Anna Ludlow,2000,Dutton Books
812513754,Lord of Chaos (The Wheel of Time, Book 6),Robert Jordan,1995,Tor Fantasy
812550307,The Fires of Heaven (The Wheel of Time, Book 5),Robert Jordan,1994,Tor Fantasy
812513738,The Shadow Rising (The Wheel of Time, Book 4),Robert Jordan,1993,Tor Fantasy
312852487,The Dragon Reborn (The Wheel of Time, Book 3),Robert Jordan,1991,Tor Books
765348446,New Threads in the Pattern: The Great Hunt, Part 2 (The Wheel of Time, Book 2),Robert Jordan,2003,Starscape
765348438,The Hunt Begins: The Great Hunt, Part 1 (The Wheel of Time, Book 2, Part 1),Robert Jordan,2004,Starscape
812511816,The Eye of the World (The Wheel of Time, Book 1),Robert Jordan,1990,Tor Fantasy
871401185,Introductory Lectures on Psychoanalysis,Sigmund Freud,1989,Liveright Publishing Corporation
394712447,The Method of Zen,EUGEN HERRIGEL,1974,Vintage
671722727,King Lear,William Shakespeare,1993,Washington Square Press
385029551,Confessions of Saint Augustine (Image Book),St. Augustine,1960,Image
70419361,The Individual In A Social World: Essays and Experiments,Stanley  Milgram,1992,McGraw-Hill Humanities/Social Sciences/Languages
1929194196,Sun Tzu's The Art of War Plus The Original Chinese Revealed,Sun Tzu,2003,Clearbridge Publishing
553351702,The Book of Five Rings,Miyamoto Musashi,1992,Bantam
285632655,Archery Anatomy: An Introduction to Techniques for Improved Performance,Ray Axford,1996,Souvenir Press
804832463,One Arrow, One Life: Zen, Archery, Enlightenment,Kenneth Kushner,2000,Tuttle Publishing
375705090,Zen in the Art of Archery (Vintage Spiritual Classics),EUGEN HERRIGEL,1999,Vintage
312269587,Plane Insanity: A Flight Attendant's Tales of Sex, Rage, and Queasiness at 30,000 Feet,Elliott Hester,2002,St. Martin's Press
99244926,The Street Lawyer,John Grisham,1999,Random House Uk Ltd
340612843,Love Me Tender (Starlight),Libby Hathorn,0,Hodder Headline Australia
413588106,Growing Pains of Adrian Mole,Sue Townsend,0,Methuen Publishing Ltd
009945520X,How to Make Square Eggs,Paul Temple,1986,Random House Children's Books (A Division of Random House Group)
702228842,A Bridge to Wiseman's Cove (Uqp Young Adult Fiction),James Moloney,1997,Intl Specialized Book Service Inc
880385367,Starsong (Tsr Books),Dan Parkinson,1988,Wizards of the Coast
812515609,People of the Mist (The First North Americans series, Book 9),Kathleen O'Neal Gear,1998,Tor Books
451183681,Harm's Way,Stephen White,1997,Signet Book
3502517959,Die Spinne und das MÃ?Â¤dchen.,Sophie Schallingher,2001,Scherz
3442424623,Die Bildhauerin.,Minette Walters,1996,Goldmann
3310005844,20 Jahre 40 bleiben. Jung und schÃ?Â¶n in den besten Jahren.,Josephine Fairley,1999,Midena
059525893X,Goddess Blood: Book One of the Goddess Trilogy,R. T. Burns,2002,Writer's Showcase Press
425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
812530489,Time Wars,Poul Anderson,1986,Tor Books
081257060X,The Return,Buzz Aldrin,2001,Tor Books
446326488,Lord of the Dance,Andrew M Greeley,1985,Warner Books> C/o Little Br
080410882X,Dinner at the Homesick Restaurant,Anne Tyler,1992,Ivy Books
446609986,The Fourth Wall,Beth Saulnier,2001,Warner Books
375726624,Newjack: Guarding Sing Sing (Vintage),Ted Conover,2001,Vintage Books USA
892882816,Homestead, A Memoir,Jane Kirkpatrick,2000,Maverick Publications
1577487370,The Quilt of Life: A Patchwork of Devotional Thoughts (Inspirational Library (Paperback)),Mary Tatem,2000,Barbour Publishing
1578562325,All Together in One Place: A Novel of Kinship, Courage, and Faith (Kirkpatrick, Jane. Kinship and Courage Historical Series, Bk. 1.),Jane Kirkpatrick,2000,Waterbrook Press
385484518,Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson,MITCH ALBOM,1997,Doubleday
60951710,Martha Stuart's Better Than You at Entertaining (A Parody),Tom Connor,1996,Perennial Currents
60922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial
786864133,"Napalm &amp, Silly Putty",George Carlin,2001,Hyperion
156836010X,Having Our Say: The Delany Sisters' First 100 Years,Sarah Louise Delany,1993,Kodansha America
006251119X,Stop Being Mean to Yourself: A Story About Finding the True Meaning of Self-Love,Melody Beattie,1997,HarperSanFrancisco
440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company
671795937,ROGUE WARRIOR: ROGUE WARRIOR I  (PAPERBACK),Richard Marcinko,1993,Pocket
345380274,Deadly Justice,William Bernhardt,1993,Ballantine Books
440224039,True Crime: The Novel,Andrew Klavan,1997,Dell
076790396X,The Pilates Body: The Ultimate At-Home Guide to Strengthening, Lengthening, and Toning Your Body--Without Machines,Brooke Siler,2000,Broadway Books
1572241381,The Self-Esteem Companion,Matthew McKay,1999,New Harbinger Publications
345443411,What Women Want: What Every Man Needs to Know About Sex, Romance, Passion, and Pleasure,Laurence Roy Stains,2002,Ballantine Books
192802542,Dada and Surrealism: A Very Short Introduction (Very Short Introductions),David Hopkins,2004,Oxford University Press
60928204,Creativity : Flow and the Psychology of Discovery and Invention,Mihaly Csikszentmihalyi,1997,Perennial
1592400876,"Eats, Shoots &amp, Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Gotham Books
140282378,The Big Book of Calm,Paul Wilson,1999,Michael Joseph
435240765,Diary of a Language Teacher,Joachim Appel,0,Heinemann
316779490,Naked,David Sedaris,1997,"Little Brown &amp, Co"
767902513,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,1998,Bantam Dell Pub Group
038531809X,Why Not Me?: The Inside Story of the Making and Unmaking of the Franken Presidency,Al Franken,1999,Bantam Dell Pub Group
068815252X,Book,Whoopi Goldberg,1997,"William Morrow &amp, Company"
078686351X,Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,1997,Hyperion Books
375706410,Waiting (Vintage International),Ha Jin,2000,Vintage Books USA
753811464,Maya,Jostein Gaarder,0,Phoenix mass market p/bk
452266688,The Portable Curmudgeon,Jon Winokur,1992,Plume Books
340697687,Film Studies (Teach Yourself Educational S.),Warren Buckland,1998,Hodder Arnold Teach Yourself
130289221,Becoming a Critical Thinker: A User Friendly Manual (3rd Edition),Sherry Diestler,2000,Pearson Education
806957050,"Sit &amp, Solve - Lateral Thinking Puzzles",Paul Sloane,2002,Sterling Publishing
517084732,Good Advice : More Than 2,000 Quotations to help You Live Your Life,WILLIAM SAFIRE,1993,Gramercy
020530902X,The Elements of Style, Fourth Edition,William Strunk Jr.,2000,Pearson Higher Education
073520313X,How to Say It Style Guide,Rosalie Maggio,2002,Prentice Hall Art
130891347,Asking the Right Questions: A Guide to Critical Thinking (6th Edition),M. Neil Browne,2000,Prentice Hall
465021433,The Evolution of Desire: Strategies of Human Mating,David M. Buss,1995,Basic Books
1565115228,Pretty Good Joke Book: A Prairie Home Companion (Prairie Home Companion),Garrison Keillor,2001,Highbridge Audio
380810336,Feeling Good : The New Mood Therapy,David D. Burns,1999,Avon
809225034,Talking the Winner's Way: 92 Little Tricks for Big Success in Business and Personal Relationships,Leil  Lowndes,1999,McGraw-Hill
061819729X,The Playful Way to Serious Writing: An Anything-Can-Happen Workbook to Inspire and Delight,Roberta Allen,2002,Mariner Books
1565122798,Educating Esme: Diary of a Teacher's First Year,Esme Raji Codell,2001,Algonquin Books of Chapel Hill
1581820542,"The Little Book of Big Ideas: Inspiration, Encouragement &amp, Tips to Stimulate Creativity and Improve Your Life",Harold R. McAlindon,1999,Cumberland House Publishing
425166791,Undoing Depression: What Therapy Doesn't Teach You and Medication Can't Give You,Richard O'Connor,1999,Berkley Publishing Group
452284058,What Every American Should Know About the Rest of the World: Your Guide to Today's Hot Spots, Hot Shots, and Incendiary Issues,M. L. Rossi,2003,Plume Books
1564146731,The Know-It-All's Guide to Life: How to Climb Mount Everest, Cure Hiccups, Live to 100, and Dozens of Other Practical, Unusual, or Just Plain Fantastical Things,John T. Walbaum,2003,Career Press
767910079,A Big New Free Happy Unusual Life: Self-Expression and Spiritual Practice for Those Who Have Time for Neither,Nina Wise,2002,Broadway Books
486401464,Oscar Wilde's Wit and Wisdom: A Book of Quotations (Dover Thrift Editions),Oscar Wilde,1998,Dover Publications
880841109,The Children's Response: Beyond Tpr Toward Writing,Caroline Linse,1983,Alemany Press
811201090,Colossus of Maroussi,Henry Miller,1975,New Directions Publishing Corporation
140621407,Fairy Tales (Penguin Popular Classics),H.C. Andersen,1995,Penguin Books Ltd
140620281,Nostromo (Penguin Popular Classics),Joseph Conrad,1994,Penguin Books Ltd
201895293,101 Bright Ideas: Esl Activities for All Ages,Claire Maria Ford,1996,Pearson Higher Education
1585420611,Women Can't Hear What Men Don't Say: Destroying Myths, Creating Love,Warren Farrell Ph.D.,2000,Jeremy P. Tarcher
553211978,Northanger Abbey (Bantam Classic),Jane Austen,1985,Bantam Classics
553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
440224659,Sooner or Later,Elizabeth Adler,1998,Dell Publishing Company
1841492086,The Portable Door,Tom Holt,2004,Orbit Book Co.
345308239,March of Folly: From Troy to Vietnam,Barbara W. Tuchman,1992,Ballantine Books
330357190,Loose living,Frank Moorhouse,1995,Picador
413537900,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982,Methuen Publishing Ltd
1860467776,Jerk on One End: Reflections of a Mediocre Fisherman,Robert Hughes,2000,Harvill Press
671757059,Prize the Epic Quest for Oil Money and Pow,Daniel Yergin,1991,Pocket Books
671511424,DEVIL IN A BLUE DRESS (Easy Rawlins Mysteries (Paperback)),Walter Mosley,1995,Pocket
425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
743469801,Why Girls Are Weird : A Novel,Pamela Ribon,2003,Downtown Press
590110225,The Mighty,Rodman Philbrick,1998,Scholastic
835902242,Adventures of Huckleberry Finn,Mark Twain,1992,Globe Fearon
425173755,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000,Berkley Publishing Group
451199871,The Body in the Library (Miss Marple Mysteries (Paperback)),Agatha Christie,2000,Signet Book
963144839,Half Life: What We Give Up to Work,Jeannette Batz,1993,Booksource
373196903,Her Pregnant Agenda : Marrying The Boss's Daughter (Silhouette Romance, 1690),Linda Goodnight,2003,Silhouette
373196962,To Wed A Sheik   Desert Brides (Silhouette Romance, 1696),Teresa Southwick,2003,Silhouette
671822209,WLD ACCORDNG GARP,John Irving,1979,Pocket
64409430,The Magician's Nephew (The Chronicles of Narnia, Book 1, Full-Color Collector's Edition),C. S. Lewis,2000,HarperTrophy
380752107,Midnight Masquerade,Shirlee Busbee,1988,Avon Books
425194493,Flashback,Nevada Barr,2004,Berkley Publishing Group
531103099,New Zoos (First Book Series),Madelyn K. Anderson,1987,Scholastic Library Pub
380728125,Wedding Night,Gary Devon,1997,AVON
671722816,Othello,William Shakespeare,1993,Washington Square Press
1563521024,You're Not a Kid Anymore When...,Jeff Foxworthy,1993,Longstreet Press
312267819,Stalin's Silver: The Sinking of the U.S.S. John Barry,John Beasant,2000,St. Martin's Press
842361715,This Present Darkness,Frank E. Peretti,2002,Living Books
446527289,The First Counsel,Brad Meltzer,2001,Warner Books
743457900,Tinker, Tailor, Soldier, Spy,John le Carre,2002,Scribner
394830148,The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,1989,Random House Children's Books
345384350,Icebound,Dean R. Koontz,1995,Ballantine Books
60175532,Young Wives,Olivia Goldsmith,2000,HarperCollins Publishers
811200701,The Berlin Stories: The Last of Mr. Norris and  Goodbye to Berlin (New Directions Book),Christopher Isherwood,1963,J. Laughlin
671023373,Man's Search For Meaning,Viktor E. Frankl,1997,Pocket
679748083,The Kitchen God's Wife (Vintage Contemporaries),Amy Tan,1993,Vintage Books USA
830819223,So You Want to Be a Stay-At-Home Mom,Cheryl Gochnauer,1999,InterVarsity Press
425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
380731851,Mystic River,Dennis Lehane,2002,HarperTorch
749930721,Hitched,Z. Barnes,1998,Judy Piatkus Publishers Ltd
380009560,Fantastic Imagination,Robert Boyer,1978,Harper Mass Market Paperbacks (Mm)
345298365,Six of Swords,Carole Nelson Douglas,1982,Del Rey Books
380776510,Paradise Wild,Johanna Lindsey,1981,Avon
880781210X,iI Paradiso Degli Orchi,Daniel Pennac,1994,Universale Economica Feltrinelli
1570422826,The Celestine Prophecy : An Experiential Guide,Carol Adrienne,1995,Time Warner Audio Major
2070368076,Huis Clos Suivi de Les Mouches (Folio Ser. No. 807),Jean-Paul Sartre,1964,Distribooks
312874995,Escape from Kathmandu,Kim Stanley Robinson,2000,Orb Books
425185702,McNally's Chance,Lawrence Sanders,2002,Berkley Publishing Group
886771560,The Year's Best Horror Stories: Series XIV,Edward Karl Wagner,1986,New Amer Library (Mm)
684862719,Pay It Forward: A Novel,Catherine Ryan Hyde,2000,"Simon &amp, Schuster"
8585622032,Bola da vez: Romance policial (ColeÃ§Ã£o Romance policial brasileiro),Muniz SodrÃ©,1993,Notrya Editora
8570070063,A corrente de Trewis Scott,Roberto Schneider,1985,NÃ³rdica
8532501192,As valkÃ­rias,Paulo Coelho,1992,Rocco
8485229606,La crÃ³nica del PerÃº (CrÃ³nicas de AmÃ©rica),Pedro de Cieza de LeÃ³n,1984,Historia 16
552998338,Blast From the Past,Ben Elton,1999,Bantam Doubleday Dell
051748904X,A Treasury of Irish Myth, Legend, and Folklore,Claire Booss,1986,Gramercy Books
087226002X,Celtic Mythology (Library of the World's Myths and Legends),Proinsias Mac Cana,1985,Peter Bedrick Books
1855853906,Ancient Celtic Romances,P W Joyce,0,Parkgate Books
1850630127,The Western way: A practical guide to the Western mystery tradition,Caitlin Matthews,1985,"Routledge &amp, K. Paul"
385304366,Wings,Terry Pratchett,1991,Random House Childrens Books
385299842,Truckers,Terry Pratchett,1990,Random House Childrens Books
1555910408,Keepers of the Earth Teachers Guide,Michael J Caduto,1988,Fulcrum Publishing
071411393X,The Celts Activity Book,British Museum,2000,Parkwest Publications
713723076,The Art Of Celtia,Courtney Davis,1997,Sterling Publishing
486243451,The Book of Kells: Selected Plates in Full Color,Blanche Cirker,1982,Dover Publications
684859262,"SINGLE &amp, SINGLE",John le Carre,1999,Scribner
684836491,Apocalypse Wow,James Finn Garner,1997,"Simon &amp, Schuster"
671614460,COPS,Mark Baker,1986,Pocket
345452550,A Cold Heart: An Alex Delaware Novel,JONATHAN KELLERMAN,2003,Ballantine Books
399147357,Dead Sleep,Greg Iles,2001,G. P. Putnam's Sons
740704532,Random Acts Of Management:A Dilbert Book,Scott Adams,2000,Andrews McMeel Publishing
836221974,Conversations With Dogbert: A Dilbert Book,Scott Adams,1996,Andrews McMeel Publishing
836228790,The Dilbert Bunch: A Dilbert Book (Main Street Editions),Scott Adams,1997,Andrews McMeel Publishing
836221966,You Don't Need Experience if You've Got Attitude,Scott Adams,1996,Andrews McMeel Publishing
836232232,The Boss: Nameless, Blameless and Shameless (Adams, Scott, Dilbert Book,),Scott Adams,1997,Andrews McMeel Publishing
345452534,The Murder Book,JONATHAN KELLERMAN,2002,Ballantine Books
312717415,Shock-Trauma,Jon Franklin,1980,St. Martin's Press
316602051,The Jester,James Patterson,2003,Little, Brown
688156126,"Jupiter's Bones: A Novel (Peter Decker &amp, Rina Lazarus Novels (Hardcover))",Faye Kellerman,1999,Harpercollins
1552976246,Silent Witness: How Forensic Anthropology Is Used to Solve the World's Toughest Crimes,Roxana Ferllini Timms,2002,Firefly Books Ltd
440221420,No Witnesses: A Novel,Ridley Pearson,1996,Island
553573977,The Hancock Boys,Thomas William Simpson,2000,Bantam Books
684867583,Dead Reckoning: The New Science of Catching Killers,Michael Baden,2001,"Simon &amp, Schuster"
451197879,Roadwork,Richard Bachman,1999,Signet Book
380796090,Watermelon,Marian Keyes,1999,Avon
446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision
312860951,Reliquary,Douglas Preston,1997,St Martins Pr
